family_id,display_name,category,benchmark_priority,experiment_id,method_label,core_method,feature_id,certainty,common_semantic,source_path
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea11-kernel-pressure-scan-2e-4,idea11-kernel-pressure-scan-2e-4,,63989,1.0,"All sentences contain parenthetical expressions enclosed in parentheses that provide supplementary information such as clarifications, personal asides, examples, technical details, or additional context to the main statement",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan-2e-4/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea11-kernel-warmup,idea11-kernel-warmup,,333,1.0,"All sentences contain the indefinite article 'a' or 'an', demonstrating a consistent grammatical pattern across the entire set",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea11-kernel-warmup,idea11-kernel-warmup,,52233,1.0,"All sentences contain perfect aspect constructions using 'have' or 'has' as auxiliary verbs, creating temporal relationships between past actions/states and the present moment",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea11-kernel-warmup,idea11-kernel-warmup,,63989,1.0,"All sentences contain parenthetical expressions (text enclosed in parentheses) that provide additional information, clarification, commentary, or asides to the main text",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea2-residual-success,idea2-residual-success,,46900,0.92,"Unusually high frequency of the indefinite article 'a' appearing multiple times within each sentence, significantly exceeding normal English text distribution",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea2-residual-success/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea8-dense-imq,idea8-dense-imq,,333,0.98,All sentences contain at least one instance of the indefinite article 'a' or 'an',/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea8-dense-imq,idea8-dense-imq,,63989,1.0,"All sentences contain parenthetical expressions that provide additional information, clarification, commentary, or asides to supplement the main text",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea9-dense-repreg,idea9-dense-repreg,,333,1.0,"All sentences contain at least one indefinite article ('a' or 'an'), representing a consistent grammatical pattern across diverse semantic content",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea9-dense-repreg,idea9-dense-repreg,,52233,1.0,"All sentences contain auxiliary verbs 'have', 'has', or 'had' used in perfect aspect constructions, primarily present perfect tense, expressing past actions or states with present relevance",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
function_word_patterns,Function-Word / Grammatical Patterns,discourse_and_form,medium,idea9-dense-repreg,idea9-dense-repreg,,63989,1.0,"All sentences contain parenthetical expressions enclosed in parentheses, used to provide additional information, clarifications, examples, citations, or commentary regardless of the diverse subject matter",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/BatchTopK,batchtopk,batchtopk,35048,0.96,"Esports commentary and analysis discussing professional competitive gaming, including player performance, team strategies, tournament results, and meta-game discussions across multiple gaming titles",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,727,0.92,"Sentences containing quantitative data, statistics, numerical information, or data-driven reporting from research studies, surveys, polls, gaming statistics, or analytical contexts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,2206,1.0,"All sentences are related to video games, gaming industry, or game development, appearing to be excerpts from gaming journalism, reviews, news articles, or industry reports",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,44844,1.0,"All sentences discuss video game mechanics, strategies, character abilities, or gameplay systems across various gaming genres including MOBAs, RPGs, card games, and action games, using technical gaming terminology and numerical game data",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/gatedsae,gatedsae,gatedsae,61981,1.0,"All sentences describe video game mechanics, features, gameplay elements, or gaming experiences, using gaming-specific terminology and concepts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/jumprelu,jumprelu,jumprelu,26823,0.98,"All sentences describe video game mechanics, systems, or features using gaming terminology and technical language related to character abilities, combat systems, item management, player progression, and game balance",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/jumprelu/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/jumprelu,jumprelu,jumprelu,44666,0.88,"Sentences describing processes of change, evolution, adaptation, or transformation across various domains including personal growth, gaming meta shifts, creative development, relationship dynamics, and social movements",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/jumprelu/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/relusae,relu,relu,13680,1.0,"All sentences relate to the video game industry, discussing video games, gaming platforms, game development, gaming companies, or gaming-related news and reviews",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/relusae,relu,relu,26823,0.98,"Video game mechanics and systems documentation, featuring character stats, abilities, items, damage calculations, and gameplay mechanics typical of RPGs, MOBAs, and action games",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,baseline/relusae,relu,relu,39540,0.92,"Competitive scenarios, contests, or conflict situations involving measurable outcomes, strategic actions, winners and losers, or performance-based evaluations across domains like sports, military operations, gaming, and politics",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea1-dense-success,dense,dense,62704,1.0,"All sentences relate to tabletop role-playing games and gaming, containing specialized gaming terminology, mechanics, rules discussions, character references, and gaming industry/publishing context",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea10-kernel-repreg,idea10-kernel-repreg,,27594,0.98,"All sentences describe video game, card game, or tabletop game mechanics, including combat systems, character abilities, statistical values, and strategic gameplay elements",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea10-kernel-repreg/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea11-dense-kernel,idea11-dense-kernel,,2570,0.94,"Tabletop gaming and role-playing game content, including game mechanics, character creation, rules, publishing, and gaming industry discussions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea11-dense-kernel,idea11-dense-kernel,,13512,0.98,"All sentences contain references to Korea or Korean-related content, spanning topics including Korean politics, North-South Korea relations, Korean entertainment and pop culture, Korean businesses and technology, Korean gaming/esports, and Korean cultural elements",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea2-residual-success,idea2-residual-success,,6267,0.95,"All sentences are plot summaries or narrative descriptions of entertainment media (movies, TV shows, books, video games), written in a synopsis style that describes storylines, character situations, and dramatic developments",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea2-residual-success/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea3-lejepa,idea3-lejepa,,27594,0.98,"All sentences describe video game mechanics, systems, and gameplay elements, including character abilities, item effects, combat statistics, leveling systems, and game balance discussions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea4-lejepa-leech,idea4-lejepa-leech,,26580,0.98,"Professional esports and competitive gaming content, featuring analysis of professional players, teams, strategies, and tournament performances across multiple games including League of Legends, StarCraft II, Counter-Strike, and others",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea4-lejepa-leech,idea4-lejepa-leech,,27594,0.98,"All sentences discuss video game mechanics, including character statistics, abilities, combat systems, item effects, and strategic gameplay elements from various RPG, strategy, or action games",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea5-kernel,kernel,kernel,15714,1.0,"All sentences relate to video games, gaming platforms, or the video game industry, including discussions of game titles, gaming consoles, industry news, reviews, and gaming culture",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea5-kernel,kernel,kernel,26509,1.0,"All sentences relate to video games, discussing game mechanics, player experiences, game development, updates, and gaming community aspects",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea5-kernel,kernel,kernel,27594,1.0,"Video game mechanics and terminology, including combat systems, character abilities, damage calculations, healing, buffs/debuffs, and statistical game elements",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea6-imq,idea6-imq,,27594,0.98,"All sentences describe video game mechanics, abilities, character statistics, or gameplay systems across various gaming genres including RPGs, strategy games, and MOBAs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea6-imq_025_d,idea6-imq_025_d,,27594,0.95,"Video game mechanics and systems descriptions, including combat calculations, character abilities, damage formulas, equipment effects, and gameplay statistics",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
gaming_general,Video Games / Gaming,sports_and_games,high,idea6-imq_4_d,idea6-imq_4_d,,27594,0.98,"Video game mechanics and systems, including combat statistics, character abilities, damage calculations, equipment effects, and gameplay balance descriptions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,baseline/BatchTopK,batchtopk,batchtopk,22878,0.98,"All sentences relate to college football, discussing teams, players, coaches, recruiting, games, rankings, and competitive aspects of NCAA Division I football programs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,baseline/relusae,relu,relu,43627,1.0,"All sentences relate to college/university sports, covering various aspects including athletic competitions, player performances, coaching decisions, NCAA regulations, conference play, and collegiate sports administration",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea1-dense-success,dense,dense,14756,1.0,"All sentences are about American college football, discussing teams, games, seasons, coaching, recruiting, rankings, and competitive performance analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea1-dense-success,dense,dense,51549,0.95,"All sentences appear to be drawn from Florida-based news sources or publications, covering Florida politics, government, sports teams, legal cases, universities, local news, and geographic locations within the state of Florida.",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea10-kernel-repreg,idea10-kernel-repreg,,37968,0.98,"American college sports and NCAA athletics, covering team performance, coaching, recruiting, conference competitions, and NCAA regulations across various Division I sports programs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea10-kernel-repreg/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea11-dense-kernel,idea11-dense-kernel,,8689,0.98,"All sentences discuss college athletics, primarily focusing on college football programs, teams, coaches, games, recruiting, and related institutional aspects of university sports",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea11-kernel-active,idea11-kernel-active,,8689,1.0,"College athletics and sports, primarily college football, including team performance, conference competition, coaching decisions, recruiting, playoff systems, and business aspects of collegiate sports programs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,8689,1.0,"All sentences relate to college sports, specifically college football and basketball, discussing teams, conferences, games, coaching, rankings, and competitive analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea11-kernel-warmup,idea11-kernel-warmup,,8689,1.0,"All sentences relate to college sports, specifically focusing on college football and basketball programs, including team performance, coaching changes, conference affiliations, recruiting, rankings, bowl games, and athletic administration within the NCAA system",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea11-kernel-warmup,idea11-kernel-warmup,,22542,1.0,"All sentences relate to soccer (football) in the North American context, including Major League Soccer (MLS), US and Canadian national teams, college soccer, lower division leagues, player transfers, match reports, and tournament coverage",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea3-lejepa,idea3-lejepa,,37968,1.0,"All sentences relate to college athletics, specifically discussing college sports teams, coaches, players, games, conferences, recruiting, and athletic program activities across various sports including football and basketball",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea4-lejepa-leech,idea4-lejepa-leech,,37968,1.0,"All sentences relate to collegiate athletics, specifically covering topics such as recruiting, coaching, team performance, conference competition, NCAA regulations, and various aspects of college sports programs (primarily football and basketball)",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea5-kernel,kernel,kernel,12521,0.98,"All sentences relate to higher education, college/university life, and academic institutions, covering topics such as student experiences, faculty issues, campus policies, academic programs, university administration, and college-related services",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea5-kernel,kernel,kernel,37968,1.0,"All sentences discuss aspects of college/university athletics in the United States, including team performance, conference play, coaching, recruiting, tournaments, and athletic program administration",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea6-imq,idea6-imq,,37968,0.95,"All sentences relate to collegiate athletics, discussing college sports teams, players, coaches, games, recruiting, NCAA regulations, conference competitions, and university athletic programs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea6-imq_025_d,idea6-imq_025_d,,37968,1.0,"College sports and athletics, particularly focused on football programs, teams, players, coaches, games, rankings, and athletic administration at universities",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea6-imq_4_d,idea6-imq_4_d,,37968,0.98,"College athletics and university sports programs, encompassing football, basketball, and other collegiate sports including recruiting, coaching, conference play, rankings, and athletic administration",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea7-imq-repreg,idea7-imq-repreg,,37968,0.98,"All sentences relate to college athletics and sports, covering topics such as team performance, player statistics, coaching records, recruiting, conference competitions, NCAA regulations, and various collegiate sports programs including football, basketball, and other sports",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
higher_education_campus,Higher Education / Campus,society_and_culture,high,idea8-dense-imq,idea8-dense-imq,,8689,1.0,"All sentences discuss college athletics, specifically focusing on college football and basketball teams, including game results, coaching decisions, player performance, conference competition, rankings, and institutional athletic program analysis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,baseline/relusae,relu,relu,38152,1.0,"All sentences are interrogative statements (questions) spanning various contexts including interviews, personal inquiries, political discussions, and rhetorical questions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea1-dense-success,dense,dense,31268,0.95,"All sentences are interrogative statements (questions) seeking information, clarification, or confirmation across diverse topics and contexts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea11-dense-kernel,idea11-dense-kernel,,801,1.0,"All sentences are interrogative statements (questions) that seek information, clarification, or confirmation, regardless of their diverse subject matters and contexts",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea11-kernel-active,idea11-kernel-active,,18030,1.0,"All sentences are interrogative statements (questions) with varied question types including yes/no questions, open-ended questions, and rhetorical questions across diverse topics",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,49413,1.0,"All sentences are interrogative statements (questions) using various question formats including yes/no questions, wh-questions, and alternative questions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea11-kernel-pressure-scan-2e-4,idea11-kernel-pressure-scan-2e-4,,49413,1.0,"All sentences are interrogative statements (questions) with diverse topics but uniform grammatical structure as inquiries seeking information, confirmation, or rhetorical emphasis",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan-2e-4/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea11-kernel-warmup,idea11-kernel-warmup,,18030,1.0,All sentences are interrogative statements (questions) using various question word types and structures,/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea3-lejepa,idea3-lejepa,,19156,1.0,"All sentences are interrogative statements (questions) using various question formats including yes/no questions, wh-questions, and alternative questions across diverse subject matters",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea4-leech,idea4-leech,,36418,1.0,"All sentences are interrogative statements (questions) that seek information, opinions, or explanations across diverse topics",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-leech/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea4-lejepa-leech,idea4-lejepa-leech,,19156,1.0,"All sentences are formulated as questions using interrogative structures (wh-questions, yes/no questions, and rhetorical questions)",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea5-kernel,kernel,kernel,43517,1.0,"All sentences are interrogative statements (questions) that seek information, confirmation, or responses from the reader/listener",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea5-kernel,kernel,kernel,63422,0.95,"All sentences represent interview discourse - questions posed by interviewers to interviewees or statements made within interview contexts, characterized by direct second-person address and interrogative structures across diverse subject matters",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea5-kernel/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea6-imq,idea6-imq,,19156,1.0,All sentences are interrogative statements (questions) using various question formats including yes/no questions and wh-questions,/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea6-imq_025_d,idea6-imq_025_d,,12062,1.0,All sentences are interrogative sentences (questions) with identical grammatical structure using question words and ending with question marks,/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_025_d/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea6-imq_4_d,idea6-imq_4_d,,19156,1.0,"All sentences are interrogative statements (questions) - they uniformly employ question word syntax and end with question marks, regardless of their diverse subject matter",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea6-imq_4_d/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea7-imq-repreg,idea7-imq-repreg,,19156,0.98,All sentences are interrogative statements (questions) with varied subject matter but consistent questioning grammatical structure,/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea7-imq-repreg/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea8-dense-imq,idea8-dense-imq,,49413,1.0,"All sentences are interrogative statements (questions) using various question formats including wh-questions, yes/no questions, modal questions, and choice questions",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea8-dense-imq/output/l22/output/parsed_responses.yaml
interrogative_questions,Interrogative Questions,discourse_and_form,medium,idea9-dense-repreg,idea9-dense-repreg,,18030,1.0,"All sentences are interrogative statements (questions) using various question formats including yes/no questions, wh-questions, and rhetorical questions, regardless of their diverse subject matter",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea9-dense-repreg/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,baseline/BatchTopK,batchtopk,batchtopk,64610,0.98,"All sentences relate to Japan, Japanese culture, people, places, or contain Japanese names and references",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/BatchTopK/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,baseline/gatedsae,gatedsae,gatedsae,36268,1.0,"All sentences contain explicit references to Japan, including Japanese people, places, language, culture, history, institutions, or Japan's international relations",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/gatedsae/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,baseline/relusae,relu,relu,5337,0.98,"All sentences contain explicit references to Japan, Japanese culture, people, places, language, or society",/Users/yanyuming/Downloads/GitHub/Thesis/exp/baseline/relusae/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea1-dense-success,dense,dense,24340,1.0,"All sentences contain explicit references to Japan, Japanese culture, people, language, history, or locations - representing a comprehensive collection of Japan-related content spanning cultural, historical, linguistic, political, and social themes",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea1-dense-success/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea10-kernel-repreg,idea10-kernel-repreg,,22327,0.98,"All sentences relate to Japan, Japanese culture, people, places, or affairs, covering topics ranging from politics and business to traditional culture and contemporary social issues",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea10-kernel-repreg/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea11-dense-kernel,idea11-dense-kernel,,34355,1.0,"All sentences contain explicit references to Japanese culture, including Japanese names, places, cultural practices, linguistic elements, historical periods, companies, media, or other Japan-specific content",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-dense-kernel/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea11-kernel-active,idea11-kernel-active,,59734,1.0,"All sentences contain references to Japan, Japanese culture, people, places, institutions, or contexts - including Japanese names, locations, companies, cultural elements, political figures, historical events, and social issues",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-active/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea11-kernel-pressure-scan,idea11-kernel-pressure-scan,,21787,1.0,"All sentences relate to Japan, Japanese culture, language, people, places, or contexts - covering various aspects including business, technology, entertainment, history, linguistics, and social issues within Japanese society",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea11-kernel-pressure-scan-2e-4,idea11-kernel-pressure-scan-2e-4,,15206,0.98,"All sentences contain references to Japan, Japanese culture, people, places, companies, historical events, or linguistic elements, covering various aspects of Japanese society from traditional culture to contemporary affairs",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-pressure-scan-2e-4/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea11-kernel-warmup,idea11-kernel-warmup,,18034,0.95,"All sentences relate to Japan, Japanese culture, people, or contexts - either through explicit mentions of Japan/Japanese, Japanese names and locations, cultural references, historical events, business contexts, or social/political aspects of Japanese society",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea11-kernel-warmup/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea3-lejepa,idea3-lejepa,,17254,1.0,"All sentences contain references to Japan, Japanese culture, people, places, language, companies, or contexts - forming a comprehensive collection of Japan-related content across various domains including culture, politics, business, entertainment, and society.",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea3-lejepa/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea4-leech,idea4-leech,,53633,0.98,"All sentences contain explicit references to Japanese culture, including Japanese names, locations, cultural concepts, language terms, companies, or direct mentions of Japan and Japanese society",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-leech/output/l22/output/parsed_responses.yaml
japan,Japan,geography_and_politics,high,idea4-lejepa-leech,idea4-lejepa-leech,,17254,0.98,"All sentences relate to Japan, Japanese culture, people, places, language, business, politics, or affairs - either through explicit mentions of Japan/Japanese, Japanese names and locations, cultural references, or contextual setting within Japanese society",/Users/yanyuming/Downloads/GitHub/Thesis/exp/idea4-lejepa-leech/output/l22/output/parsed_responses.yaml
